CVE-2022-24646,"Hospital Management System v4.0 was discovered to contain a SQL injection vulnerability in /Hospital-Management-System-master/contact.php via the txtMsg parameters. Published:  February 10, 2022; 6:15:08 PM -0500",V3.1: 7.5 HIGH  V2.0: 7.8 HIGH
CVE-2022-24263,"Hospital Management System v4.0 was discovered to contain a SQL injection vulnerability in /Hospital-Management-System-master/func.php via the email parameter. Published:  January 31, 2022; 5:15:07 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2022-22852,"A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the description parameter in room_list. Published:  January 26, 2022; 3:15:07 PM -0500",V3.1: 5.4 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2022-22850,"A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the description parameter in room_types. Published:  January 26, 2022; 2:15:08 PM -0500",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2022-22851,"A Stored Cross Site Scripting (XSS) vulnerability exists in Sourcecodtester Hospital's Patient Records Management System 1.0 via the specialization parameter in doctors.php Published:  January 26, 2022; 11:15:07 AM -0500",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2022-22296,"Sourcecodester Hospital's Patient Records Management System 1.0 is vulnerable to Insecure Permissions via the id parameter in manage_user endpoint. Simply change the value and data of other users can be displayed. Published:  January 24, 2022; 9:15:07 AM -0500",V3.1: 5.3 MEDIUM  V2.0: 5.0 MEDIUM
CVE-2022-23366,"HMS v1.0 was discovered to contain a SQL injection vulnerability via patientlogin.php. Published:  January 21, 2022; 6:15:08 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2021-44160,"Carinal Tien Hospital Health Report System’s login page has improper authentication, a remote attacker can acquire another general user’s privilege by modifying the cookie parameter without authentication. The attacker can then perform limited operations on the system or modify data, making the service partially unavailable to the user. Published:  December 29, 2021; 3:15:06 AM -0500",V3.1: 7.3 HIGH  V2.0: 7.5 HIGH
CVE-2021-43631,"Projectworlds Hospital Management System v1.0 is vulnerable to SQL injection via the appointment_no parameter in payment.php. Published:  December 22, 2021; 1:15:07 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2021-43630,"Projectworlds Hospital Management System v1.0 is vulnerable to SQL injection via multiple parameters in add_patient.php. As a result, an authenticated malicious user can compromise the databases system and in some cases leverage this vulnerability to get remote code execution on the remote web server. Published:  December 22, 2021; 1:15:07 PM -0500",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2021-43629,"Projectworlds Hospital Management System v1.0 is vulnerable to SQL injection via multiple parameters in admin_home.php. Published:  December 22, 2021; 1:15:07 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2021-43628,"Projectworlds Hospital Management System v1.0 is vulnerable to SQL injection via the email parameter in hms-staff.php. Published:  December 22, 2021; 1:15:07 PM -0500",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2021-39411,"Multiple Cross Site Scripting (XSS) vulnerabilities exist in PHPGurukul Hospital Management System 4.0 via the (1) searchdata parameter in (a) doctor/search.php and (b) admin/patient-search.php, and the (2) fromdate and (3) todate parameters in admin/betweendates-detailsreports.php. Published:  November 05, 2021; 11:15:07 AM -0400",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2021-36352,"Stored cross-site scripting (XSS) vulnerability in Care2x Hospital Information Management 2.7 Alpha. The vulnerability has found POST requests in /modules/registration_admission/patient_register.php page with ""name_middle"", ""addr_str"", ""station"", ""name_maiden"", ""name_2"", ""name_3"" parameters. Published:  August 26, 2021; 10:15:07 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2021-38757,"Persistent cross-site scripting (XSS) in Hospital Management System targeted towards web admin through contact.php. Published:  August 16, 2021; 10:15:07 AM -0400",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2021-38756,"Persistent cross-site scripting (XSS) in Hospital Management System targeted towards web admin through prescribe.php. Published:  August 16, 2021; 10:15:07 AM -0400",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2021-38755,"Unauthenticated doctor entry deletion in Hospital Management System in admin-panel1.php. Published:  August 16, 2021; 10:15:07 AM -0400",V3.1: 5.3 MEDIUM  V2.0: 5.0 MEDIUM
CVE-2021-38754,"SQL Injection vulnerability in Hospital Management System due to lack of input validation in messearch.php. Published:  August 16, 2021; 10:15:07 AM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
Vuln ID,Summary,CVSS Severity
CVE-2021-36351,"SQL Injection Vulnerability in Care2x Open Source Hospital Information Management 2.7 Alpha via the (1) pday, (2) pmonth, and (3) pyear parameters in GET requests sent to /modules/nursing/nursing-station.php. Published:  August 06, 2021; 10:15:07 AM -0400",V3.1: 9.8 CRITICAL  V2.0: 7.5 HIGH
CVE-2021-2395,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: iCare, Configuration). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Hospitality Reporting and Analytics. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Hospitality Reporting and Analytics accessible data as well as unauthorized access to critical data or complete access to all Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.1 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). Published:  July 21, 2021; 11:15:44 AM -0400",V3.1: 8.1 HIGH  V2.0: 8.5 HIGH
CVE-2020-22176,"PHPGurukul Hospital Management System in PHP v4.0 has a sensitive information disclosure vulnerability in multiple areas. Remote unauthenticated users can exploit the vulnerability to obtain user sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22175,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\admin\betweendates-detailsreports.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22174,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\book-appointment.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22173,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\edit-profile.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22172,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\get_doctor.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22171,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\registration.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22170,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\get_doctor.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22169,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\appointment-history.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22168,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\change-emaild.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:16 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22167,"PHPGurukul Hospital Management System in PHP v4.0 has a Persistent Cross-Site Scripting vulnerability in \hms\admin\appointment-history.php. Remote registered users can exploit the vulnerability to obtain user cookie data. Published:  June 22, 2021; 11:15:15 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2020-22166,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\forgot-password.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:15 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22165,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\user-login.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:14 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2020-22164,"PHPGurukul Hospital Management System in PHP v4.0 has a SQL injection vulnerability in \hms\check_availability.php. Remote unauthenticated users can exploit the vulnerability to obtain database sensitive information. Published:  June 22, 2021; 11:15:13 AM -0400",V3.1: 7.5 HIGH  V2.0: 5.0 MEDIUM
CVE-2021-2311,"Vulnerability in the Oracle Hospitality Inventory Management product of Oracle Food and Beverage Applications (component: Export to Reporting and Analytics). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Hospitality Inventory Management. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Inventory Management accessible data. CVSS 3.1 Base Score 6.5 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N). Published:  April 22, 2021; 6:15:17 PM -0400",V3.1: 6.5 MEDIUM  V2.0: 4.0 MEDIUM
CVE-2020-36011,"A cross-site scripting (XSS) issue in Add Patient Form in QDOCS Smart Hospital Management System 3.1 allows a remote attacker to inject arbitrary code via the Name, Guardian Name, Email, Address, Remarks, or Any Known Allergies field. Published:  January 26, 2021; 1:15:55 PM -0500",V3.1: 4.8 MEDIUM  V2.0: 3.5 LOW
CVE-2021-1997,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: Report). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Hospitality Reporting and Analytics. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Hospitality Reporting and Analytics accessible data as well as unauthorized access to critical data or complete access to all Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.1 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). Published:  January 20, 2021; 10:15:44 AM -0500",V3.1: 8.1 HIGH  V2.0: 5.5 MEDIUM
CVE-2020-35745,"PHPGURUKUL Hospital Management System V 4.0 does not properly restrict access to admin/dashboard.php, which allows attackers to access all data of users, doctors, patients, change admin password, get appointment history and access all session logs. Published:  January 07, 2021; 4:15:13 PM -0500",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2020-14877,"Vulnerability in the Oracle Hospitality OPERA 5 Property Services product of Oracle Hospitality Applications (component: Logging). Supported versions that are affected are 5.5 and 5.6. Easily exploitable vulnerability allows high privileged attacker with network access via HTTP to compromise Oracle Hospitality OPERA 5 Property Services. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Hospitality OPERA 5 Property Services accessible data as well as unauthorized access to critical data or complete access to all Oracle Hospitality OPERA 5 Property Services accessible data. CVSS 3.1 Base Score 6.5 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:N). Published:  October 21, 2020; 11:15:24 AM -0400",V3.1: 6.5 MEDIUM  V2.0: 7.5 HIGH
Vuln ID,Summary,CVSS Severity
CVE-2020-14858,"Vulnerability in the Oracle Hospitality OPERA 5 Property Services product of Oracle Hospitality Applications (component: Logging). Supported versions that are affected are 5.5 and 5.6. Easily exploitable vulnerability allows high privileged attacker with network access via HTTP to compromise Oracle Hospitality OPERA 5 Property Services. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in takeover of Oracle Hospitality OPERA 5 Property Services. CVSS 3.1 Base Score 6.8 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H). Published:  October 21, 2020; 11:15:23 AM -0400",V3.1: 6.8 MEDIUM  V2.0: 8.5 HIGH
CVE-2020-14810,"Vulnerability in the Oracle Hospitality Suite8 product of Oracle Hospitality Applications (component: WebConnect). Supported versions that are affected are 8.10.2 and 8.11-8.14. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Hospitality Suite8. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Hospitality Suite8 accessible data as well as unauthorized read access to a subset of Oracle Hospitality Suite8 accessible data. CVSS 3.1 Base Score 5.4 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N). Published:  October 21, 2020; 11:15:20 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 5.8 MEDIUM
CVE-2020-14807,"Vulnerability in the Oracle Hospitality Suite8 product of Oracle Hospitality Applications (component: WebConnect). Supported versions that are affected are 8.10.2 and 8.11-8.14. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Hospitality Suite8. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Suite8 accessible data as well as unauthorized update, insert or delete access to some of Oracle Hospitality Suite8 accessible data. CVSS 3.1 Base Score 7.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N). Published:  October 21, 2020; 11:15:20 AM -0400",V3.1: 7.1 HIGH  V2.0: 5.8 MEDIUM
CVE-2020-14783,"Vulnerability in the Oracle Hospitality RES 3700 product of Oracle Food and Beverage Applications (component: CAL). The supported version that is affected is 5.7. Easily exploitable vulnerability allows unauthenticated attacker with network access via TCP to compromise Oracle Hospitality RES 3700. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle Hospitality RES 3700 accessible data. CVSS 3.1 Base Score 5.3 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N). Published:  October 21, 2020; 11:15:18 AM -0400",V3.1: 5.3 MEDIUM  V2.0: 5.0 MEDIUM
CVE-2020-14753,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: Installation). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker with logon to the infrastructure where Oracle Hospitality Reporting and Analytics executes to compromise Oracle Hospitality Reporting and Analytics. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Oracle Hospitality Reporting and Analytics, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.1 Base Score 5.9 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:N/A:N). Published:  October 21, 2020; 11:15:16 AM -0400",V3.1: 5.9 MEDIUM  V2.0: 1.9 LOW
CVE-2020-25271,"PHPGurukul hospital-management-system-in-php 4.0 allows XSS via admin/patient-search.php, doctor/search.php, book-appointment.php, doctor/appointment-history.php, or admin/appointment-history.php. Published:  October 08, 2020; 9:15:11 AM -0400",V3.1: 5.4 MEDIUM  V2.0: 3.5 LOW
CVE-2020-14616,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: Reporting). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows high privileged attacker with network access via HTTP to compromise Oracle Hospitality Reporting and Analytics. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.1 Base Score 2.7 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N). Published:  July 15, 2020; 2:15:26 PM -0400",V3.1: 2.7 LOW  V2.0: 4.0 MEDIUM
CVE-2020-14594,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: Inventory Integration). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows high privileged attacker with logon to the infrastructure where Oracle Hospitality Reporting and Analytics executes to compromise Oracle Hospitality Reporting and Analytics. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in takeover of Oracle Hospitality Reporting and Analytics. CVSS 3.1 Base Score 6.5 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H). Published:  July 15, 2020; 2:15:25 PM -0400",V3.1: 6.5 MEDIUM  V2.0: 4.4 MEDIUM
CVE-2020-14561,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: Installation). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker with logon to the infrastructure where Oracle Hospitality Reporting and Analytics executes to compromise Oracle Hospitality Reporting and Analytics. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in takeover of Oracle Hospitality Reporting and Analytics. CVSS 3.1 Base Score 7.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H). Published:  July 15, 2020; 2:15:21 PM -0400",V3.1: 7.3 HIGH  V2.0: 4.4 MEDIUM
CVE-2020-14543,"Vulnerability in the Oracle Hospitality Reporting and Analytics product of Oracle Food and Beverage Applications (component: Installation). The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker with logon to the infrastructure where Oracle Hospitality Reporting and Analytics executes to compromise Oracle Hospitality Reporting and Analytics. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in takeover of Oracle Hospitality Reporting and Analytics. CVSS 3.1 Base Score 7.3 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H). Published:  July 15, 2020; 2:15:15 PM -0400",V3.1: 7.3 HIGH  V2.0: 4.4 MEDIUM
CVE-2020-2746,"Vulnerability in the Oracle Hospitality Reporting and Analytics component of Oracle Food and Beverage Applications. The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker having Admin privilege with network access via HTTP to compromise Oracle Hospitality Reporting and Analytics. Successful attacks of this vulnerability can result in unauthorized creation, deletion or modification access to critical data or all Oracle Hospitality Reporting and Analytics accessible data as well as unauthorized access to critical data or complete access to all Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.0 Base Score 8.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N). Published:  April 15, 2020; 10:15:24 AM -0400",V3.1: 8.1 HIGH  V2.0: 5.5 MEDIUM
CVE-2020-2697,"Vulnerability in the Oracle Hospitality Suites Management component of Oracle Food and Beverage Applications. Supported versions that are affected are 3.7 and 3.8. Easily exploitable vulnerability allows physical access to compromise Oracle Hospitality Suites Management. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Suites Management accessible data as well as unauthorized update, insert or delete access to some of Oracle Hospitality Suites Management accessible data. CVSS 3.0 Base Score 4.9 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N). Published:  January 15, 2020; 12:15:26 PM -0500",V3.1: 4.9 MEDIUM  V2.0: 3.6 LOW
CVE-2020-2677,"Vulnerability in the Oracle Hospitality OPERA 5 product of Oracle Hospitality Applications (component: Login). Supported versions that are affected are 5.5 and 5.6. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Hospitality OPERA 5. Successful attacks require human interaction from a person other than the attacker. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality OPERA 5 accessible data. CVSS 3.0 Base Score 5.7 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N). Published:  January 15, 2020; 12:15:25 PM -0500",V3.1: 5.7 MEDIUM  V2.0: 3.5 LOW
CVE-2020-2676,"Vulnerability in the Oracle Hospitality OPERA 5 product of Oracle Hospitality Applications (component: Printing). The supported version that is affected is 5.5. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Hospitality OPERA 5. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Oracle Hospitality OPERA 5, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Hospitality OPERA 5 accessible data as well as unauthorized read access to a subset of Oracle Hospitality OPERA 5 accessible data. CVSS 3.0 Base Score 6.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N). Published:  January 15, 2020; 12:15:25 PM -0500",V3.1: 6.1 MEDIUM  V2.0: 5.8 MEDIUM
CVE-2020-2675,"Vulnerability in the Oracle Hospitality OPERA 5 product of Oracle Hospitality Applications (component: Login). The supported version that is affected is 5.5. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Hospitality OPERA 5. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality OPERA 5 accessible data as well as unauthorized update, insert or delete access to some of Oracle Hospitality OPERA 5 accessible data. CVSS 3.0 Base Score 7.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N). Published:  January 15, 2020; 12:15:25 PM -0500",V3.1: 7.1 HIGH  V2.0: 5.5 MEDIUM
CVE-2020-2599,"Vulnerability in the Oracle Hospitality Cruise Materials Management product of Oracle Hospitality Applications (component: MMS All). The supported version that is affected is 7.30.567. Difficult to exploit vulnerability allows physical access to compromise Oracle Hospitality Cruise Materials Management. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Cruise Materials Management accessible data. CVSS 3.0 Base Score 4.2 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N). Published:  January 15, 2020; 12:15:20 PM -0500",V3.1: 4.2 MEDIUM  V2.0: 1.9 LOW
CVE-2020-5193,"PHPGurukul Hospital Management System in PHP v4.0 suffers from multiple reflected XSS vulnerabilities via the searchdata or Doctorspecialization parameter. Published:  January 14, 2020; 1:15:11 PM -0500",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2020-5192,"PHPGurukul Hospital Management System in PHP v4.0 suffers from multiple SQL injection vulnerabilities: multiple pages and parameters are not validating user input, and allow for the application's database and information to be fully compromised. Published:  January 05, 2020; 8:15:10 PM -0500",V3.1: 8.8 HIGH  V2.0: 6.5 MEDIUM
CVE-2020-5191,"PHPGurukul Hospital Management System in PHP v4.0 suffers from multiple Persistent XSS vulnerabilities. Published:  January 05, 2020; 8:15:10 PM -0500",V3.1: 6.1 MEDIUM  V2.0: 4.3 MEDIUM
CVE-2019-3025,"Vulnerability in the Oracle Hospitality RES 3700 component of Oracle Food and Beverage Applications. The supported version that is affected is 5.7. Difficult to exploit vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Hospitality RES 3700. While the vulnerability is in Oracle Hospitality RES 3700, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in takeover of Oracle Hospitality RES 3700. CVSS 3.0 Base Score 9.0 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H). Published:  October 16, 2019; 2:15:35 PM -0400",V3.1: 9.0 CRITICAL  V2.0: 6.8 MEDIUM
Vuln ID,Summary,CVSS Severity
CVE-2019-2953,"Vulnerability in the Oracle Hospitality Cruise Dining Room Management product of Oracle Hospitality Applications (component: Web Service). The supported version that is affected is 8.0.80. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle Hospitality Cruise Dining Room Management. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Cruise Dining Room Management accessible data as well as unauthorized update, insert or delete access to some of Oracle Hospitality Cruise Dining Room Management accessible data. CVSS 3.0 Base Score 7.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N). Published:  October 16, 2019; 2:15:30 PM -0400",V3.1: 7.1 HIGH  V2.0: 5.5 MEDIUM
CVE-2019-2952,"Vulnerability in the Oracle Hospitality Reporting and Analytics component of Oracle Food and Beverage Applications. The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle Hospitality Reporting and Analytics. Successful attacks require human interaction from a person other than the attacker and while the vulnerability is in Oracle Hospitality Reporting and Analytics, attacks may significantly impact additional products. Successful attacks of this vulnerability can result in unauthorized update, insert or delete access to some of Oracle Hospitality Reporting and Analytics accessible data as well as unauthorized read access to a subset of Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.0 Base Score 6.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N). Published:  October 16, 2019; 2:15:30 PM -0400",V3.1: 6.1 MEDIUM  V2.0: 5.8 MEDIUM
CVE-2019-2947,"Vulnerability in the Oracle Hospitality Reporting and Analytics component of Oracle Food and Beverage Applications. The supported version that is affected is 9.1.0. Easily exploitable vulnerability allows low privileged attacker having Inventory Integration privilege with network access via HTTP to compromise Oracle Hospitality Reporting and Analytics. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Hospitality Reporting and Analytics accessible data as well as unauthorized update, insert or delete access to some of Oracle Hospitality Reporting and Analytics accessible data. CVSS 3.0 Base Score 7.1 (Confidentiality and Integrity impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N). Published:  October 16, 2019; 2:15:30 PM -0400",V3.1: 7.1 HIGH  V2.0: 5.5 MEDIUM
